"Section";"Article";"Contenu"
"SECTION I
DÉFINITIONS";"Art. 15.1";". «échafaudage volant » : une plateforme suspendue par un ou plusieurs câbles fixés à un ancrage et
dont le déplacement vertical s’effectue au moyen d’un treuil manuel ou motorisé;
16. (paragraphe abrogé);
17. «entreprise d’exploitation d’énergie électrique » : une personne, société, compagnie, coopérative ou
municipalité exploitant un réseau de transport ou de distribution d’énergie électrique;"
"SECTION I
DÉFINITIONS";"Art. 17.1";". «espace clos » : espace qui n’est pas conçu pour être occupé par une personne, notamment un
réservoir, un silo, une cuve, un caisson, un pieu de fondation, une cheminée ou un puits d’accès;"
"SECTION I
DÉFINITIONS";"Art. 17.2";". «examen non destructif » : un examen par radiographie, ultrason, magnétoscopie ou ressuage,
effectué et interprété par un opérateur d’appareillage en essais non destructifs certifié au niveau 2 par
l’Organisme de certification national en essais non destructifs du ministère des Ressources naturelles du
Canada en vertu de la norme Essais non destructifs - Qualification et certification du personnel, CAN/
CGSB-"
"SECTION I
DÉFINITIONS";"Art. 48.9712";";
18. «excavation»  : partie de terrain creusée à une profondeur d’au moins 1,2 m et dont la largeur de la
base est supérieure à la profondeur;"
"SECTION I
DÉFINITIONS";"Art. 18.1";". «explosif» : toute substance fabriquée, manufacturée ou utilisée pour produire une explosion ou une
détonation, tels la poudre à canon, la poudre propulsive, la dynamite, un explosif en bouillie, la gélatine
aqueuse, un agent de sautage et un accessoire de sautage;
19. (paragraphe abrogé);
20. «fabricant» : manufacturier ou son agent ou, dans les cas où la fabrication s’effectue à pied d’oeuvre,
l’employeur;
21. «facteur de sécurité» : rapport entre la charge de rupture et la charge d’utilisation;"
"SECTION I
DÉFINITIONS";"Art. 21.1";". «fibre respirable d’amiante » : toute fibre d’amiante dont le rapport longueur-diamètre est supérieur
à 3:1; seules les fibres d’une longueur supérieure à 5 μm doivent être prises en compte à des fins de mesure;"
"SECTION I
DÉFINITIONS";"Art. 21.2";". «filtre à haute efficacité » : filtre pouvant filtrer des particules d’une dimension de 0,3 µm à un taux
d’efficacité d’au moins 99,97%;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION I
DÉFINITIONS";"Art. 2.1";", r. 4 / 7 sur 222"
"SECTION I
DÉFINITIONS";"Art. 23.0";". «hauteur de chute libre» : distance verticale mesurée du début d’une chute, à partir de l’anneau en D
du harnais où est fixée la liaison d’arrêt de chute, jusqu’au point où le système d’arrêt de chute commence à
appliquer une force pour arrêter la chute;"
"SECTION I
DÉFINITIONS";"Art. 23.1";". «ISO» : l’Organisation internationale de normalisation;
24. «jumbo»  : chariot porte-marteaux conçu pour pratiquer le forage du front sans avoir recours au
démontage répétitif des perforatrices;"
"SECTION I
DÉFINITIONS";"Art. 24.0";". «liaison d’arrêt de chute » : ensemble des équipements, tel un cordon d’assujettissement, un
absorbeur d’énergie, un mousqueton, un connecteur, une corde d’assurance ou un coulisseau, servant à relier
un harnais de sécurité à un système d’ancrage;"
"SECTION I
DÉFINITIONS";"Art. 24.1";". (paragraphe abrogé);"
"SECTION I
DÉFINITIONS";"Art. 24.2";". «matériau friable » : matériau qui peut être émietté, pulvérisé ou réduit en poudre manuellement
lorsqu’il est sec ou qui est émietté, pulvérisé ou réduit en poudre;
25. «matériau incombustible » : matériau conforme à la norme Méthode d’essai normalisée pour la
détermination de l’incombustibilité des matériaux de construction, CAN-4-S114, applicable au moment de la
fabrication de l’équipement;"
"SECTION I
DÉFINITIONS";"Art. 25.01";". «merlon»  : barricade de sacs de sable, monticule de terre ou l’équivalent situés à moins de 50 cm
du dépôt et dont la hauteur est au moins aussi élevée que le dépôt;"
"SECTION I
DÉFINITIONS";"Art. 25.1";". «mur de protection » : une cloison en contre-plaqué d’au moins 9 mm d’épaisseur ou faite dans un
autre matériau rigide, d’une résistance équivalente ou supérieure, qui a une hauteur d’au moins 1,8 m et qui
est située à au plus 100 mm du sol;"
"SECTION I
DÉFINITIONS";"Art. 25.2";". «NF EN » : norme européenne éditée dans sa version française (NF) en France par l’Association
française de normalisation;
26. «NFPA» : National Fire Protection Association;"
"SECTION I
DÉFINITIONS";"Art. 26.1";". «niveau d’exposition quotidienne au bruit » : le niveau d’exposition quotidienne au bruit est le
niveau de pression acoustique continu équivalent (dBA), rapporté à une journée de travail de 8 heures. Il
résulte de mesures qui ont intégré tous les types de bruit présents, incluant les bruits impulsionnels;"
"SECTION I
DÉFINITIONS";"Art. 26.2";". «niveau de pression acoustique continu équivalent (dBA) » : le niveau de pression acoustique
continu équivalent pondéré A est mesuré sur une période de temps donné. Il est identique au niveau de
pression acoustique du bruit constant, ayant la même énergie acoustique pondérée A totale pour la même
période de temps. Il correspond à des mesures qui ont intégré tous les types de bruit présents, y compris les
bruits impulsionnels. Dans les formules du niveau d’exposition quotidienne au bruit, il correspond au Lp,A,eqTe
ou au Leq,t soit le niveau de pression acoustique continu équivalent pondéré A pour la durée totale de la
journée de travail en heures (Te ou Tw);"
"SECTION I
DÉFINITIONS";"Art. 26.3";". «organisme certifié » : un organisme certifié par le Bureau canadien de soudage conformément aux
exigences de la norme Qualification des organismes d’inspection en soudage, CSA W"
"SECTION I
DÉFINITIONS";"Art. 178.1";";
27. «palan fermé » : situation où le moufle du crochet, le lest du câble de levage ou d’autres accessoires
fixés au câble de levage entrent en contact avec la pointe de la flèche ou de la fléchette;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION I
DÉFINITIONS";"Art. 2.1";", r. 4 / 8 sur 222"
"SECTION I
DÉFINITIONS";"Art. 28.1";". «pièce portante » : une pièce qui subit ou supporte les charges inhérentes à l’utilisation d’un
appareil;
29. «Pistolet de scellement à basse vélocité » : tout pistolet conçu de façon à ce que lorsqu’il est utilisé
avec la charge explosive maximale permise selon les spécifications du fabricant, il n’imprime pas à l’attache
une vitesse supérieure à 91,4 m par seconde ni ne lui transmet une énergie cinétique supérieure à 33 joules
mesurés à une distance de 1,99 m à 2,01 m de la bouche du pistolet;"
"SECTION I
DÉFINITIONS";"Art. 29.01";". «plate-forme élévatrice mobile de personnel » : appareil destiné à déplacer des personnes, de
l’outillage et des matériaux vers une position de travail et qui comprend minimalement une structure
extensible, un châssis et une plate-forme pourvue de commandes;"
"SECTION I
DÉFINITIONS";"Art. 29.1";". «poussières d’amiante » : les particules d’amiante en suspension dans l’air ou les particules
d’amiante déposées susceptibles d’être mises en suspension dans l’air des lieux de travail;"
"SECTION I
DÉFINITIONS";"Art. 29.2";". «pression acoustique de crête » : valeur maximale du niveau de la pression acoustique instantanée
mesurée en décibels avec la pondération C;
30. «puits»  : passage creusé sous la surface du sol et dont l’axe longitudinal fait un angle de plus de 20º
avec l’horizontale;
31. «purgeage» : action de provoquer la chute de blocs qui tendent à se détacher d’une paroi;"
"SECTION I
DÉFINITIONS";"Art. 31.01";". «SAE» : la Society of Automotive Engineers;"
"SECTION I
DÉFINITIONS";"Art. 31.1";". «sellette»  : siège conçu pour recevoir un travailleur en position assise, qui est supporté par des
élingues ou par un bâti et qui est suspendu à un câble fixé à un ancrage;
32. «signaux de danger » : une bande rigide, tel un tréteau, ou une bande flexible, d’une couleur jaune,
orange ou rouge, d’une largeur d’au moins 70 mm et installée, en suivant la configuration du terrain ou de la
structure, à une hauteur variant de 0,7 m à 1,2 m;
33. «surface fragile » : surface n’étant pas prévue pour supporter le poids d’un travailleur, notamment un
puits de lumière, un auvent, un pare-soleil ou un plafond en cloison sèche;"
"SECTION I
DÉFINITIONS";"Art. 33.1";". «toilette à chasse» : toilette ayant les caractéristiques suivantes:
a) la cuvette est munie d’une trappe ou d’un siphon qui la sépare physiquement et visuellement du tuyau
d’évacuation ou du réservoir de traitement;
b) les déchets sont évacués de la cuvette vers le système d’égout ou dans le réservoir de traitement à
l’aide d’un dispositif entraînant un écoulement d’eau ou de produit chimique;"
"SECTION I
DÉFINITIONS";"Art. 33.2";". «toilette chimique » : toilette sans cuvette dont les déchets tombent directement dans un réservoir
contenant un produit chimique pour le traitement;
34. «tranchée» : partie de terrain creusée à une profondeur d’au moins 1,2 m et dont la largeur de la base
est égale ou inférieure à la profondeur. La largeur de la base se mesure entre les parois excavées ou entre une
paroi excavée et une structure;"
"SECTION I
DÉFINITIONS";"Art. 34.0.1";". « travaux au-dessus ou à proximité de l’eau » : travaux effectués au-dessus ou à moins de 2 m d’un
plan d’eau ou d’un cours d’eau, soit qui a une profondeur de plus de 1,2 m et permet l’utilisation d’une
embarcation, soit dont l’eau s’écoule à plus de 0,51 m/s et peut entraîner une personne;SANTÉ ET SÉCURITÉ DU TRA V AIL — CONSTRUCTION — CODE DE SÉCURITÉ
À jour au 0
11er 0
4avril 2025
© Éditeur officiel du Québec S-"
"SECTION I
DÉFINITIONS";"Art. 2.1";", r. 4 / 9 sur 222"
"SECTION II
DISPOSITIONS GÉNÉRALES";"Art. 34.1";". «trou de mine» : trou de forage destiné au chargement d’explosifs;"
"SECTION II
DISPOSITIONS GÉNÉRALES";"Art. 34.2";". «trou raté» : trou de mine chargé d’explosifs n’ayant pas été mis à feu lors du sautage;
35. «tunnel»  : couloir souterrain construit sans enlever le matériau formant la voûte, et dont l’axe
longitudinal fait un angle de 20º ou moins par rapport à l’horizontale;
36. «ULC» : Underwriters’ Laboratories of Canada;"
"SECTION II
DISPOSITIONS GÉNÉRALES";"Art. 36.1";". «véhicule automoteur » : tout véhicule à moteur monté sur roues, sur chenilles ou sur rails servant à
transporter des personnes, des objets ou des matériaux, ou à tirer ou pousser des remorques ou des matériaux,
à l’exception d’un véhicule tout terrain et d’un appareil de levage;
37. «zone de chargement » : espace qui comprend l’endroit où des travailleurs procèdent au chargement
des trous de mine, les trous de mine chargés et en voie de l’être ainsi que l’espace occupé par le matériel et
l’équipement nécessaires au chargement;
38. «zone de tir » : lieu et espace représentant un risque pour une personne, en raison de la projection, du
souffle ou autres conséquences résultant d’un sautage.
R.R.Q., 1981, c. S-"
"SECTION II
DISPOSITIONS GÉNÉRALES";"Art. 2.1";", r. 6, a."
"SECTION II
DISPOSITIONS GÉNÉRALES";"Art. 1.1";"; D. 749-83, a. 1; Décision 83-11-17, a. 1; D. 1959-86, a. 1; D. 53-90, a. 1; D. 54-90, a. 1; D. 995-91,
a. 1; D. 807-92, a. 1; D. 329-94, a. 1; D. 1413-98, a. 1; D. 35-2001, a. 1; D. 119-2008, a. 1; D. 425-2010, a. 4; D. 393-2011, a. 1; D.
476-2013, a. 4; D. 606-2014, a. 1; D. 57-2015, a. 1; D. 428-2015, a. 1 ; D. 513-2015, a. 1 ; D. 1078-2015, a. 1 ; 4
8
3
-
2
0
2
1D. 483-2021, a. 11; 6
4
6
-
2
0
2
2D. 646-2022, a. 1 1; 7
8
1
-
2
0
2
1D. 781-2021, a. 1 11; N.I. 2023-07-01; 1
3
9
3
-
2
0
2
4D. 1393-2024, a. 1 11; 6
3
-
2
0
2
5D. 63-2025, a. 1 11.
SECTION II
DISPOSITIONS GÉNÉRALES"
